data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-10-01 19:24:34;226;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Dora Lawrence;feminino;cartão de crédito
2024-10-01 20:23:36;227;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Gary Stewart;masculino;pix
2024-10-01 20:25:37;228;São Luís;Emanuelle Victoria;Câmera Canon EOS;Michael Simcox;masculino;dinheiro
2024-10-01 21:48:37;229;Fortaleza;André Lima;Monitor LG Ultrawide;Alma Harbaugh;feminino;pix
2024-10-01 23:22:30;230;Recife;Patrícia Carvalho;Teclado Mecânico HyperX;Paul Toliver;masculino;dinheiro
2024-10-01 23:23:39;231;Recife;Patrícia Carvalho;Monitor LG Ultrawide;Melanie Chavez;feminino;cartão de crédito
2024-10-01 23:25:32;232;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Owen Nava;masculino;boleto
2024-10-02 00:21:30;233;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Carmen Sills;feminino;dinheiro
2024-10-02 00:42:30;234;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Alisa Jones;feminino;pix
2024-10-02 14:54:31;235;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;George Greenlief;masculino;boleto
2024-10-02 16:51:33;236;São Luís;Brenno Pacheco;Câmera Canon EOS;Evelyn Scurlock;feminino;pix
2024-10-02 17:02:32;237;São Luís;Emanuelle Victoria;Mouse Gamer Logitech;Frank Labranche;masculino;cartão de crédito
2024-10-02 17:17:32;238;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Helen Neller;feminino;cartão de crédito
2024-10-02 19:45:37;239;Natal;Larissa Ferreira;iPhone 13;Brian Mccarter;masculino;pix
2024-10-02 20:44:36;240;Fortaleza;André Lima;Fone de Ouvido Sony;Kenneth Draper;masculino;dinheiro
2024-10-02 21:01:31;241;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Sophia Donald;feminino;cartão de dédito
2024-10-02 21:10:41;242;Recife;Ricardo Mendes;Tablet Apple Ipad;Janet Erickson;feminino;dinheiro
2024-10-02 21:25:40;243;São Paulo;Lucas Pereira;iPhone 13;Carmen Nguyen;feminino;boleto
2024-10-02 22:46:37;244;São Luís;Emanuelle Victoria;Smartwatch Garmin;Ricardo Davis;masculino;dinheiro
2024-10-03 00:15:35;245;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Michael Frank;masculino;cartão de dédito
2024-10-03 00:47:30;246;Fortaleza;Beatriz Rocha;Tablet Apple Ipad;Evelyn Jones;feminino;cartão de dédito
2024-10-03 14:32:32;247;São Paulo;Lucas Pereira;Fone de Ouvido Sony;David Crocker;masculino;cartão de crédito
2024-10-03 14:39:38;248;Natal;Larissa Ferreira;Notebook Dell Inspiron;Paul Roberts;masculino;boleto
2024-10-03 17:01:40;249;Recife;Ricardo Mendes;Notebook Dell Inspiron;Rita Sabad;feminino;pix
2024-10-03 17:38:32;250;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Madeline Urmeneta;feminino;dinheiro
2024-10-03 18:02:39;251;São Paulo;Lucas Pereira;Teclado Mecânico HyperX;Heather Beam;feminino;dinheiro
2024-10-03 20:15:33;252;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jamie Nguyen;feminino;cartão de dédito
2024-10-03 20:59:36;253;Fortaleza;Beatriz Rocha;Tablet Apple Ipad;Jennifer Hall;feminino;cartão de crédito
2024-10-03 21:05:39;254;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Richard Gass;masculino;dinheiro
2024-10-03 21:16:33;255;Belo Horizonte;Fernanda Costa;Monitor LG Ultrawide;Whitney Hausner;feminino;boleto
2024-10-03 22:09:37;256;Belo Horizonte;Fernanda Costa;iPhone 13;Richard Abeyta;masculino;dinheiro
2024-10-03 23:16:37;257;Fortaleza;André Lima;Smartwatch Garmin;Matthew Ludwick;masculino;cartão de crédito
2024-10-03 23:50:39;258;Natal;João Matos;Câmera Canon EOS;Daniel Webb;masculino;cartão de dédito
2024-10-04 00:26:34;259;Natal;João Matos;Smartwatch Garmin;Carole Langston;feminino;dinheiro
2024-10-04 00:49:38;260;Porto Alegre;Mariana Gomes;Câmera Canon EOS;Brandon Sommerfield;masculino;cartão de dédito
2024-10-04 15:03:37;261;Natal;Larissa Ferreira;Monitor LG Ultrawide;Son Sitter;masculino;cartão de crédito
2024-10-04 15:15:38;262;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joyce Ramos;feminino;cartão de dédito
2024-10-04 15:27:37;263;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Fredrick Cook;masculino;dinheiro
2024-10-04 16:12:31;264;São Luís;Emanuelle Victoria;Smartphone Samsung Galaxy;Mary Frederick;feminino;cartão de crédito
2024-10-04 16:58:39;265;Fortaleza;Beatriz Rocha;Smartphone Samsung Galaxy;Wendy Gates;feminino;cartão de crédito
2024-10-04 17:05:36;266;Rio de Janeiro;Juliana Almeida;Câmera Canon EOS;Ruby Martinez;feminino;cartão de dédito
2024-10-04 17:18:32;267;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Leighann Holder;feminino;cartão de dédito
2024-10-04 18:03:36;268;Fortaleza;Beatriz Rocha;iPhone 13;Timothy Mann;masculino;dinheiro
2024-10-04 18:24:33;269;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Valeria Gales;feminino;pix
2024-10-04 19:35:34;270;Fortaleza;Beatriz Rocha;Fone de Ouvido Sony;Seymour Grant;masculino;cartão de dédito
2024-10-04 21:12:37;271;Recife;Ricardo Mendes;Mouse Gamer Logitech;Connie Brimfield;feminino;boleto
2024-10-04 21:36:34;272;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Lewis Wright;masculino;pix
2024-10-04 21:46:35;273;Natal;Larissa Ferreira;iPhone 13;Elvis Sutton;masculino;cartão de dédito
2024-10-04 22:51:41;274;São Paulo;Ana Oliveira;Teclado Mecânico HyperX;Patrice Patterson;feminino;dinheiro
2024-10-04 23:08:39;275;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Sarah Muniz;feminino;cartão de dédito
2024-10-05 14:16:38;276;São Luís;Emanuelle Victoria;Notebook Dell Inspiron;Chris Moody;masculino;boleto
2024-10-05 14:41:38;277;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Violet Rattan;feminino;pix
2024-10-05 15:47:31;278;Fortaleza;Beatriz Rocha;Smartwatch Garmin;Arnette Dixon;feminino;dinheiro
2024-10-05 16:14:31;279;Florianópolis;Gabriela Santos;Teclado Mecânico HyperX;Brittany Hauck;feminino;pix
2024-10-05 16:24:37;280;Natal;Larissa Ferreira;Teclado Mecânico HyperX;Kristy Hart;feminino;cartão de dédito
2024-10-05 16:27:32;281;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Wanda Alvarez;feminino;pix
2024-10-05 17:16:38;282;Natal;Larissa Ferreira;Smartphone Samsung Galaxy;Rafael Bowman;masculino;boleto
2024-10-05 18:08:39;283;São Luís;Emanuelle Victoria;Smartphone Samsung Galaxy;Ralph Krajewski;masculino;boleto
2024-10-05 19:41:35;284;São Luís;Emanuelle Victoria;Mouse Gamer Logitech;Margaret Murdock;feminino;cartão de crédito
2024-10-05 20:48:41;285;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Kelly Levine;feminino;cartão de crédito
2024-10-05 22:08:37;286;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Nadia Espinoza;feminino;pix
2024-10-05 23:49:32;287;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Yolanda Padilla;feminino;dinheiro
2024-10-05 23:58:41;288;São Paulo;Ana Oliveira;Smartwatch Garmin;Ruth Pellegrino;feminino;cartão de crédito
2024-10-06 00:44:31;289;Rio de Janeiro;Juliana Almeida;Teclado Mecânico HyperX;Annette Gunn;feminino;dinheiro
2024-10-06 00:49:37;290;Recife;Patrícia Carvalho;Smartphone Samsung Galaxy;Matthew Abraham;masculino;dinheiro
2024-10-06 14:32:30;291;Natal;Larissa Ferreira;Fone de Ouvido Sony;Rosemary Young;feminino;dinheiro
2024-10-06 14:37:37;292;Natal;Larissa Ferreira;Câmera Canon EOS;Peggy Temple;feminino;boleto
2024-10-06 15:00:37;293;São Paulo;Lucas Pereira;Monitor LG Ultrawide;James Odum;masculino;cartão de crédito
2024-10-06 15:37:32;294;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Philip Lee;masculino;cartão de crédito
2024-10-06 16:02:34;295;Florianópolis;Gabriela Santos;Mouse Gamer Logitech;Lavern Aguiar;masculino;pix
2024-10-06 16:16:35;296;Recife;Ricardo Mendes;Câmera Canon EOS;Alan Donaldson;masculino;cartão de crédito
2024-10-06 16:25:40;297;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Connie Kim;feminino;dinheiro
2024-10-06 16:40:35;298;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Ashley Armstead;feminino;dinheiro
2024-10-06 18:56:34;299;Fortaleza;André Lima;Teclado Mecânico HyperX;Brian Hall;masculino;boleto
2024-10-06 19:23:32;300;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Clifton Irvin;masculino;cartão de crédito
2024-10-06 20:08:41;301;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Lakisha Lefever;feminino;cartão de crédito
2024-10-06 20:50:36;302;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;William Maldonado;masculino;pix
2024-10-06 21:09:37;303;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Arlene Macklin;feminino;pix
2024-10-06 22:13:34;304;São Luís;Brenno Pacheco;iPhone 13;Mary Castillo;feminino;boleto
2024-10-06 23:46:33;305;Porto Alegre;Roberto Ferreira;Monitor LG Ultrawide;Mary Johnson;feminino;cartão de dédito
2024-10-07 00:28:40;306;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Zoila Beegle;feminino;cartão de crédito
2024-10-07 14:58:34;307;Natal;Larissa Ferreira;Câmera Canon EOS;Lenore Chavez;feminino;dinheiro
2024-10-07 15:02:30;308;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Royce Washington;masculino;boleto
2024-10-07 15:48:40;309;São Luís;Emanuelle Victoria;Smartwatch Garmin;Eddie Laravie;masculino;cartão de crédito
2024-10-07 19:32:40;310;Natal;João Matos;Fone de Ouvido Sony;Maria Pipes;feminino;cartão de dédito
2024-10-07 19:44:41;311;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Louise Smith;feminino;dinheiro
2024-10-07 20:08:38;312;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Mary Smith;feminino;cartão de dédito
2024-10-07 20:23:34;313;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Alphonse Kalinowski;masculino;boleto
2024-10-07 21:07:33;314;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kathy Rhem;feminino;cartão de dédito
2024-10-07 22:27:31;315;Recife;Ricardo Mendes;Notebook Dell Inspiron;Steven Williams;masculino;pix
2024-10-07 23:09:38;316;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Ruby Garske;feminino;cartão de crédito
2024-10-07 23:58:38;317;Natal;Larissa Ferreira;iPhone 13;Laura Barber;feminino;boleto
2024-10-08 00:45:37;318;São Luís;Brenno Pacheco;Fone de Ouvido Sony;David Grigg;masculino;pix
2024-10-08 14:16:30;319;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jerrod Mendoza;masculino;cartão de crédito
2024-10-08 14:43:33;320;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Mary Fromm;feminino;cartão de crédito
2024-10-08 15:08:33;321;Natal;João Matos;Câmera Canon EOS;Dolores Franklin;feminino;cartão de crédito
2024-10-08 15:30:32;322;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Brenda Davis;feminino;pix
2024-10-08 15:51:31;323;Recife;Ricardo Mendes;Mouse Gamer Logitech;Margaret Buckley;feminino;cartão de dédito
2024-10-08 16:02:30;324;Natal;João Matos;Smartphone Samsung Galaxy;Neil Johnson;masculino;cartão de crédito
2024-10-08 16:55:37;325;Recife;Patrícia Carvalho;Câmera Canon EOS;Blair Pennington;feminino;boleto
2024-10-08 17:00:37;326;Rio de Janeiro;Pedro Souza;Teclado Mecânico HyperX;Glenda Morris;feminino;pix
2024-10-08 17:41:34;327;Florianópolis;Gabriela Santos;iPhone 13;Barry Jackson;masculino;cartão de crédito
2024-10-08 18:39:33;328;São Luís;Brenno Pacheco;Smartwatch Garmin;Albert Bowman;masculino;pix
2024-10-08 19:00:40;329;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Willie Epson;masculino;pix
2024-10-08 19:21:37;330;Natal;Larissa Ferreira;iPhone 13;Spencer Thomas;masculino;boleto
2024-10-08 19:54:32;331;Belo Horizonte;Carlos Silva;Mouse Gamer Logitech;Kasey Varela;feminino;cartão de dédito
2024-10-08 20:01:34;332;Natal;João Matos;Tablet Apple Ipad;James Phillips;masculino;boleto
2024-10-08 20:01:38;333;Fortaleza;André Lima;Teclado Mecânico HyperX;David Patel;masculino;pix
2024-10-08 20:37:32;334;Natal;João Matos;iPhone 13;Jami Slattery;feminino;boleto
2024-10-08 22:47:37;335;Recife;Ricardo Mendes;Câmera Canon EOS;George Mullins;masculino;pix
2024-10-08 23:13:38;336;São Paulo;Ana Oliveira;Tablet Apple Ipad;Alan Estrada;masculino;pix
2024-10-08 23:32:32;337;Recife;Ricardo Mendes;iPhone 13;Jennifer Peace;feminino;boleto
2024-10-09 00:24:31;338;Natal;João Matos;Fone de Ouvido Sony;Shawn Brown;masculino;cartão de crédito
2024-10-09 15:52:41;339;Florianópolis;Gabriela Santos;Monitor LG Ultrawide;Dale Ayer;masculino;dinheiro
2024-10-09 16:19:41;340;São Luís;Brenno Pacheco;Tablet Apple Ipad;Katherin Cooper;feminino;dinheiro
2024-10-09 19:56:31;341;Florianópolis;Gabriela Santos;iPhone 13;David Berube;masculino;dinheiro
2024-10-09 20:24:30;342;Fortaleza;Beatriz Rocha;Teclado Mecânico HyperX;Vernon Broder;masculino;cartão de crédito
2024-10-09 20:45:41;343;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Gerry Jones;masculino;dinheiro
2024-10-09 21:09:36;344;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Jolie Sites;feminino;cartão de dédito
2024-10-09 21:58:35;345;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Otis Crum;masculino;dinheiro
2024-10-09 22:35:39;346;Recife;Patrícia Carvalho;Fone de Ouvido Sony;George Martinez;masculino;dinheiro
2024-10-09 23:08:38;347;São Luís;Emanuelle Victoria;Monitor LG Ultrawide;Betty Niebaum;feminino;pix
2024-10-09 23:38:39;348;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Bernard Jackson;masculino;boleto
2024-10-10 00:11:38;349;Recife;Patrícia Carvalho;Tablet Apple Ipad;Michael Pruden;masculino;boleto
2024-10-10 14:29:34;350;Fortaleza;Beatriz Rocha;Notebook Dell Inspiron;Linda Ward;feminino;pix
2024-10-10 15:27:41;351;Rio de Janeiro;Juliana Almeida;iPhone 13;Brian King;masculino;pix
2024-10-10 15:38:30;352;Belo Horizonte;Carlos Silva;Câmera Canon EOS;Anthony Velasquez;masculino;boleto
2024-10-10 16:11:33;353;Fortaleza;André Lima;Smartphone Samsung Galaxy;Vivian Rivas;feminino;cartão de crédito
2024-10-10 16:38:39;354;Rio de Janeiro;Pedro Souza;Câmera Canon EOS;Troy Burchett;masculino;pix
2024-10-10 18:12:33;355;São Paulo;Lucas Pereira;iPhone 13;Ruby Starnes;feminino;boleto
2024-10-10 19:15:31;356;Fortaleza;André Lima;Teclado Mecânico HyperX;Kevin Loftis;masculino;dinheiro
2024-10-10 20:03:37;357;Belo Horizonte;Carlos Silva;Câmera Canon EOS;Kevin Oviedo;masculino;cartão de dédito
2024-10-10 20:14:37;358;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Kenneth Glover;masculino;cartão de dédito
2024-10-10 20:19:30;359;Fortaleza;Beatriz Rocha;Monitor LG Ultrawide;Elvin Parham;masculino;pix
2024-10-10 20:32:35;360;Rio de Janeiro;Juliana Almeida;Câmera Canon EOS;Jill Diamond;feminino;boleto
2024-10-10 22:09:32;361;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Kay Kerr;feminino;dinheiro
2024-10-11 00:36:33;362;Natal;João Matos;Monitor LG Ultrawide;Henry Oden;masculino;cartão de dédito
2024-10-11 15:12:35;363;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Jennifer Reynolds;feminino;dinheiro
2024-10-11 15:34:30;364;Natal;João Matos;iPhone 13;Julius Adkins;masculino;boleto
2024-10-11 15:55:36;365;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Jerome Davis;masculino;cartão de dédito
2024-10-11 16:06:37;366;Fortaleza;André Lima;Teclado Mecânico HyperX;Brian Malone;masculino;cartão de crédito
2024-10-11 16:33:33;367;Recife;Ricardo Mendes;Mouse Gamer Logitech;Laura Mccutcheon;feminino;cartão de dédito
2024-10-11 16:41:34;368;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Brenda Smith;feminino;dinheiro
2024-10-11 17:07:35;369;Fortaleza;Beatriz Rocha;Tablet Apple Ipad;Janet Smith;feminino;pix
2024-10-11 17:59:38;370;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Martin Francis;masculino;cartão de dédito
2024-10-11 18:04:34;371;Fortaleza;André Lima;Notebook Dell Inspiron;Robyn Brown;feminino;cartão de dédito
2024-10-11 20:12:37;372;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Jose Nixon;masculino;pix
2024-10-11 20:48:34;373;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;Billy Price;masculino;pix
2024-10-11 20:54:33;374;Recife;Patrícia Carvalho;Fone de Ouvido Sony;Craig Sale;masculino;boleto
2024-10-11 21:02:32;375;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Barbara Manheim;feminino;cartão de crédito
2024-10-11 21:59:38;376;Natal;Larissa Ferreira;Tablet Apple Ipad;Andrew Thomas;masculino;cartão de dédito
2024-10-11 22:18:35;377;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Wayne Jeter;masculino;dinheiro
2024-10-12 00:10:36;378;São Luís;Emanuelle Victoria;Teclado Mecânico HyperX;Sue Jacobson;feminino;cartão de crédito
2024-10-12 00:36:35;379;São Luís;Emanuelle Victoria;iPhone 13;Jack Pires;masculino;dinheiro
2024-10-12 01:07:41;380;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Beverlee Walker;feminino;cartão de dédito
2024-10-12 15:30:38;381;São Luís;Emanuelle Victoria;Mouse Gamer Logitech;Kathleen Handly;feminino;cartão de crédito
2024-10-12 15:58:39;382;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Jennifer Glasco;feminino;dinheiro
2024-10-12 18:04:36;383;São Luís;Brenno Pacheco;Teclado Mecânico HyperX;Terry Potter;masculino;boleto
2024-10-12 18:08:40;384;São Paulo;Lucas Pereira;Câmera Canon EOS;Chana Johnson;feminino;cartão de dédito
2024-10-12 20:38:33;385;São Paulo;Lucas Pereira;Câmera Canon EOS;Sarah Rivera;feminino;pix
2024-10-12 20:58:40;386;Natal;Larissa Ferreira;Smartwatch Garmin;Denese Behrmann;feminino;cartão de dédito
2024-10-12 22:00:34;387;Recife;Ricardo Mendes;iPhone 13;Virginia Tso;feminino;dinheiro
2024-10-12 22:12:34;388;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Robert Helton;masculino;cartão de crédito
2024-10-12 22:37:41;389;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Rebecca Eisinger;feminino;boleto
2024-10-12 22:41:32;390;Belo Horizonte;Carlos Silva;Monitor LG Ultrawide;April Schneider;feminino;pix
2024-10-12 23:25:39;391;Recife;Ricardo Mendes;Teclado Mecânico HyperX;Gregory Jaynes;masculino;cartão de crédito
2024-10-13 15:23:38;392;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Ann Porter;feminino;cartão de dédito
2024-10-13 15:25:33;393;Belo Horizonte;Carlos Silva;Teclado Mecânico HyperX;Brenda Ryan;feminino;cartão de dédito
2024-10-13 15:59:40;394;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;William Moss;masculino;cartão de crédito
2024-10-13 16:46:39;395;Natal;Larissa Ferreira;Smartwatch Garmin;Margarita Rattan;feminino;pix
2024-10-13 17:07:32;396;São Paulo;Lucas Pereira;Câmera Canon EOS;Lynda Matthews;feminino;pix
2024-10-13 17:07:35;397;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Courtney Gonzalez;feminino;boleto
2024-10-13 17:42:34;398;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Paige Rodriguez;feminino;dinheiro
2024-10-13 19:29:37;399;Belo Horizonte;Fernanda Costa;Mouse Gamer Logitech;John Seats;masculino;cartão de dédito
2024-10-13 20:11:34;400;Florianópolis;Tiago Lima;Mouse Gamer Logitech;Justin Coleman;masculino;dinheiro
2024-10-14 00:08:36;401;Natal;Larissa Ferreira;iPhone 13;Wendy Dixon;feminino;pix
2024-10-14 00:43:35;402;Recife;Ricardo Mendes;Tablet Apple Ipad;Rose Shear;feminino;boleto
2024-10-14 15:21:41;403;Fortaleza;André Lima;Câmera Canon EOS;Gerald Pompi;masculino;cartão de dédito
2024-10-14 17:44:39;404;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Joshua Spore;masculino;pix
2024-10-14 19:41:31;405;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Guadalupe Fry;masculino;boleto
2024-10-14 20:32:40;406;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Alex Edgerly;masculino;pix
2024-10-14 22:48:39;407;Recife;Ricardo Mendes;Monitor LG Ultrawide;Sara Neira;feminino;cartão de crédito
2024-10-14 22:59:41;408;Porto Alegre;Mariana Gomes;Teclado Mecânico HyperX;Blanche Dingess;feminino;dinheiro
2024-10-14 23:42:41;409;Recife;Patrícia Carvalho;Notebook Dell Inspiron;Dorothy Bowers;feminino;cartão de dédito
2024-10-15 00:19:37;410;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;James Weed;masculino;pix
2024-10-15 00:42:31;411;Natal;João Matos;Smartwatch Garmin;Mauricio Sproull;masculino;boleto
2024-10-15 15:17:33;412;Belo Horizonte;Fernanda Costa;Teclado Mecânico HyperX;Robert Hoffman;masculino;cartão de crédito
2024-10-15 15:43:30;413;Rio de Janeiro;Pedro Souza;Monitor LG Ultrawide;Larry Mckee;masculino;boleto
2024-10-15 16:19:41;414;Natal;João Matos;Câmera Canon EOS;Aaron Mcguirl;masculino;cartão de crédito
2024-10-15 21:47:34;415;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Ashley Meyer;feminino;cartão de crédito
2024-10-15 22:43:32;416;Natal;Larissa Ferreira;Monitor LG Ultrawide;Stephen Rudolph;masculino;dinheiro
2024-10-15 23:08:40;417;Natal;Larissa Ferreira;Mouse Gamer Logitech;Gerry Vang;masculino;cartão de dédito
2024-10-15 23:42:35;418;Porto Alegre;Mariana Gomes;Mouse Gamer Logitech;Herminia Davin;feminino;cartão de crédito
2024-10-15 23:56:31;419;Florianópolis;Tiago Lima;Monitor LG Ultrawide;Roberto Sands;masculino;pix
2024-10-16 14:19:35;420;São Paulo;Lucas Pereira;Monitor LG Ultrawide;Sharon Knox;feminino;cartão de crédito
2024-10-16 14:39:38;421;Belo Horizonte;Fernanda Costa;Câmera Canon EOS;Chester Kelley;masculino;cartão de dédito
2024-10-16 14:58:35;422;Natal;Larissa Ferreira;Notebook Dell Inspiron;Monica Halvorson;feminino;pix
2024-10-16 15:45:32;423;Porto Alegre;Roberto Ferreira;Mouse Gamer Logitech;Kathi Kendrick;feminino;pix
2024-10-16 15:59:36;424;Fortaleza;Beatriz Rocha;iPhone 13;Cecelia Dwyer;feminino;pix
2024-10-16 16:16:35;425;São Luís;Brenno Pacheco;Tablet Apple Ipad;Jeffry Mack;masculino;boleto
2024-10-16 16:16:36;426;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Joel Tipton;masculino;boleto
